myear,fuel,transmission,km,body,Color,Engine Type,No of Cylinder,Length,Width,Height,Seats,Gear Box,Drive Type,Steering Type,owner_type,state,City,listed_price
2002,cng,manual,80000.0,hatchback,black,,4.0,,,,5.0,,,power,second,gujarat,ahmedabad,50000.0
2019,cng,manual,37859.0,hatchback,white,,3.0,,,,5.0,,,,first,delhi,new delhi,450000.0
2015,cng,manual,135606.0,hatchback,silver,k10b engine,3.0,3600.0,1600.0,1560.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,285000.0
2020,cng,manual,39500.0,hatchback,silver,k10b engine,3.0,3695.0,1600.0,1560.0,5.0,5 speed,fwd,power,second,haryana,gurgaon,560000.0
2014,cng,manual,64415.0,hatchback,silver,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,pune,280000.0
2022,cng,manual,7000.0,hatchback,blue,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,maharashtra,mumbai,791000.0
2017,cng,manual,58539.0,hatchback,silver,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,350000.0
2017,cng,manual,128769.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,340000.0
2016,cng,manual,90000.0,hatchback,gray,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,madhya pradesh,dewas,280000.0
2014,cng,manual,52000.0,hatchback,white,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,second,maharashtra,mumbai,325000.0
2018,cng,manual,74547.0,hatchback,bakers chocolate,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,pune,380000.0
2003,cng,manual,35000.0,minivans,white,,3.0,,,,8.0,4 speed,rwd,power,second,uttar pradesh,kanpur,70000.0
2021,cng,manual,20000.0,sedan,gray,1.2 l bi-fuel,4.0,3995.0,1680.0,1520.0,5.0,5 speed,,power,first,uttar pradesh,meerut,715000.0
2016,cng,manual,51106.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,delhi,new delhi,300000.0
2017,cng,manual,102425.0,muv,silky silver,k14b petrol engine,4.0,4296.0,1695.0,1685.0,7.0,5 speed,fwd,power,first,maharashtra,pune,650000.0
2010,cng,manual,110000.0,sedan,silver,2zr-fe gasoline 4cylinder,4.0,4540.0,1760.0,1480.0,5.0,6 speed,fwd,power,second,delhi,new delhi,230375.0
2022,cng,manual,50000.0,muv,white,k15b,4.0,4395.0,1735.0,1690.0,7.0,5 speed,fwd,,first,bihar,patna,1028000.0
2014,cng,manual,65000.0,hatchback,silver,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,maharashtra,thane,360000.0
2020,cng,manual,20400.0,hatchback,typhoon silver,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,haryana,gurgaon,645000.0
2009,cng,manual,100000.0,hatchback,silver,,4.0,,,,5.0,,,power,fourth,uttar pradesh,meerut,90000.0
2017,cng,manual,47482.0,hatchback,glistening grey,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,pune,330000.0
2021,cng,manual,56152.0,minivans,metallic glistening grey,g12b,4.0,3675.0,1475.0,1825.0,5.0,5 speed,,manual,third,delhi,new delhi,500000.0
2014,cng,manual,96972.0,hatchback,silver,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,delhi,new delhi,235000.0
2012,cng,manual,40807.0,hatchback,blue,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,first,delhi,new delhi,200000.0
2011,cng,manual,142607.0,hatchback,white,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,first,delhi,new delhi,150000.0
2022,cng,manual,10248.0,hatchback,grey,1.2 l i-cng,3.0,3765.0,1677.0,1535.0,5.0,5 speed,,power,first,haryana,gurgaon,700000.0
2019,cng,manual,44037.0,minivans,white,in-line engine,4.0,3675.0,1475.0,1825.0,5.0,5 speed,rwd,manual,first,delhi,new delhi,400000.0
2018,cng,manual,50000.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,haryana,faridabad,375000.0
2021,cng,manual,35000.0,hatchback,white,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,uttar pradesh,allahabad,600000.0
2022,cng,manual,7508.0,sedan,red,1.2l revotron engine,3.0,3993.0,1677.0,1532.0,5.0,5 speed,,power,second,maharashtra,pune,832498.0
2022,cng,manual,10500.0,sedan,white,1.2 l bi-fuel,4.0,3995.0,1680.0,1520.0,5.0,5 speed,,power,first,bihar,bhojpur,900000.0
2014,cng,manual,82264.0,hatchback,fire brick red,k series petrol engine,3.0,3545.0,1515.0,1475.0,4.0,5 speed,fwd,power,first,delhi,new delhi,240000.0
2014,cng,manual,55000.0,hatchback,white,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,maharashtra,thane,375000.0
2015,cng,manual,64000.0,hatchback,silver,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,maharashtra,thane,369000.0
2012,cng,manual,105503.0,hatchback,white,k series petrol engine,3.0,3600.0,1475.0,1595.0,5.0,5 speed,fwd,power,first,delhi,new delhi,175000.0
2018,cng,manual,142244.0,hatchback,bakers chocolate,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,pune,320000.0
2020,cng,manual,1541.0,hatchback,uptown red,f8d petrol engine,3.0,3445.0,1490.0,1475.0,5.0,5 speed,fwd,power,first,maharashtra,pune,350000.0
2022,cng,manual,15000.0,muv,white,k15c smart hybrid,4.0,4445.0,1775.0,1755.0,6.0,5 speed,2wd,,first,madhya pradesh,bhopal,1200000.0
2020,cng,manual,42158.0,minivans,grey,g12b,4.0,3675.0,1475.0,1825.0,5.0,5 speed,,manual,first,haryana,gurgaon,350000.0
2019,cng,manual,90000.0,hatchback,white,f8d engine,3.0,3430.0,1490.0,1475.0,5.0,5 speed,fwd,power,first,gujarat,vadodara,325000.0
2020,cng,manual,40000.0,hatchback,aqua teal,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,maharashtra,vasai,630000.0
2019,cng,manual,56000.0,hatchback,silver,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,uttar pradesh,noida,585000.0
2022,cng,manual,1008.0,hatchback,white,k10c,3.0,3695.0,1655.0,1555.0,5.0,5 speed,,power,first,delhi,new delhi,670000.0
2014,cng,manual,71400.0,hatchback,brown,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,mumbai,345000.0
2015,cng,manual,49500.0,hatchback,brown,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,mumbai,399999.0
2015,cng,manual,124502.0,hatchback,glistening grey,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,350000.0
2018,cng,manual,79153.0,sedan,polar white,1.2 kapa dual vtvt bi-fuel,4.0,3995.0,1660.0,1520.0,5.0,5 speed,,power,first,haryana,gurgaon,400000.0
2010,cng,manual,81982.0,sedan,midnight black,vvt petrol engine,4.0,4490.0,1735.0,1550.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,200000.0
2022,cng,manual,11808.0,hatchback,white,k10c,3.0,3695.0,1655.0,1555.0,5.0,5 speed,,power,first,haryana,gurgaon,550000.0
2021,cng,manual,37818.0,muv,grey,k15b,4.0,4395.0,1735.0,1690.0,7.0,5 speed,fwd,power,first,haryana,gurgaon,1075000.0
2017,cng,manual,33356.0,minivans,white,in-line engine,4.0,3675.0,1475.0,1825.0,5.0,5 speed,rwd,manual,first,delhi,new delhi,500000.0
2016,cng,manual,48752.0,hatchback,grey,k10b engine,3.0,3600.0,1600.0,1560.0,5.0,5 speed,fwd,power,first,maharashtra,pune,400000.0
2015,cng,manual,70000.0,hatchback,silver,k10b engine,3.0,3600.0,1600.0,1560.0,5.0,5 speed,fwd,power,first,uttar pradesh,agra,300700.0
2018,cng,manual,17519.0,hatchback,blue,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,maharashtra,mumbai,475000.0
2016,cng,manual,73080.0,hatchback,grey,k10b engine,3.0,3600.0,1600.0,1560.0,5.0,5 speed,fwd,power,first,delhi,new delhi,350000.0
2019,cng,manual,35000.0,hatchback,blue,dtsi engine,1.0,2752.0,1312.0,1652.0,4.0,5 speed,rwd,manual,first,uttar pradesh,varanasi,200000.0
2022,cng,manual,50000.0,sedan,white,1.2 kapa dual vtvt bi-fuel,4.0,3995.0,1660.0,1520.0,5.0,5 speed,,power,first,maharashtra,pune,700000.0
2018,cng,manual,52000.0,hatchback,red,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,uttar pradesh,ghaziabad,410000.0
2016,cng,manual,61852.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,delhi,new delhi,300000.0
2016,cng,manual,45708.0,hatchback,glistening grey,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,uttar pradesh,noida,300000.0
2013,cng,manual,39952.0,hatchback,silver,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,pune,250000.0
2016,cng,manual,78221.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,delhi,new delhi,285000.0
2013,cng,manual,68588.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,haryana,gurgaon,200000.0
2014,cng,manual,50957.0,hatchback,glistening grey,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,pune,300000.0
2022,cng,manual,3721.0,hatchback,white,k10c,3.0,3655.0,1620.0,1675.0,5.0,,,power,first,maharashtra,pune,650000.0
2015,cng,manual,154835.0,hatchback,glistening grey,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,delhi,new delhi,250000.0
2019,cng,manual,42298.0,hatchback,grey,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,maharashtra,pune,480000.0
2017,cng,manual,33176.0,muv,blue,k14b petrol engine,4.0,4296.0,1695.0,1685.0,7.0,5 speed,fwd,power,first,maharashtra,pune,700000.0
2016,cng,manual,44472.0,hatchback,superior white,k series petrol engine,3.0,3545.0,1515.0,1475.0,4.0,5 speed,fwd,power,third,delhi,new delhi,220000.0
2022,cng,manual,11350.0,sedan,grey,1.2l revotron engine,3.0,3993.0,1677.0,1532.0,5.0,5 speed,,power,first,maharashtra,pune,711000.0
2013,cng,manual,156785.0,hatchback,silver,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,uttar pradesh,ghaziabad,161205.0
2021,cng,manual,42424.0,sedan,white,1.2 l bi-fuel,4.0,3995.0,1680.0,1520.0,5.0,5 speed,,power,first,karnataka,bangalore,665034.0
2015,cng,manual,60000.0,hatchback,silver,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,maharashtra,ulhasnagar,320000.0
2012,cng,manual,54519.0,hatchback,superior white,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,second,uttar pradesh,ghaziabad,190000.0
2019,cng,manual,80000.0,hatchback,white,,3.0,,,,5.0,,,,first,andhra pradesh,rajahmundry,459999.0
2018,cng,manual,37160.0,hatchback,silver,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,delhi,new delhi,377000.0
2017,cng,manual,47454.0,muv,white,k14b petrol engine,4.0,4296.0,1695.0,1685.0,7.0,5 speed,fwd,power,first,uttar pradesh,ghaziabad,750000.0
2011,cng,manual,91098.0,hatchback,white,in line engine,3.0,3495.0,1475.0,1460.0,5.0,5 speed,2wd,power,second,delhi,new delhi,130000.0
2013,cng,manual,114890.0,minivans,silver,in-line engine,4.0,3675.0,1475.0,1800.0,5.0,5 speed,rwd,power,second,delhi,new delhi,180000.0
2015,cng,manual,82131.0,muv,superior white,k14b petrol engine,4.0,4296.0,1695.0,1685.0,7.0,5 speed,fwd,power,second,maharashtra,pune,650000.0
2013,cng,manual,55398.0,hatchback,white,f8d engine,3.0,3395.0,1490.0,1475.0,5.0,5 speed,fwd,power,second,delhi,new delhi,150000.0
2016,cng,manual,77591.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,250000.0
2021,cng,manual,29566.0,sedan,white,1.2 l bi-fuel,4.0,3995.0,1680.0,1520.0,5.0,5 speed,,power,first,delhi,new delhi,725000.0
2012,cng,manual,76302.0,hatchback,white,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,third,haryana,gurgaon,150000.0
2021,cng,manual,20415.0,muv,metallic silky silver,k15b,4.0,4395.0,1735.0,1690.0,7.0,5 speed,fwd,power,first,rajasthan,jaipur,900000.0
2020,cng,manual,31877.0,hatchback,fiery red,1.1 l bi-fuel,4.0,3610.0,1645.0,1560.0,5.0,5 speed,fwd,power,first,delhi,new delhi,500000.0
2012,cng,manual,54171.0,hatchback,glistening grey,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,first,delhi,new delhi,175000.0
2017,cng,manual,65539.0,minivans,white,in-line engine,4.0,3675.0,1475.0,1825.0,5.0,5 speed,rwd,manual,first,gujarat,ahmedabad,370000.0
2020,cng,manual,36272.0,muv,pearl arctic white,k15b,4.0,4395.0,1735.0,1690.0,7.0,5 speed,fwd,power,first,maharashtra,pune,1000000.0
2012,cng,manual,86835.0,hatchback,silver,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,second,delhi,new delhi,185000.0
2019,cng,manual,77933.0,hatchback,grey,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,gujarat,ahmedabad,410000.0
2020,cng,manual,50000.0,hatchback,white,k10b engine,3.0,3695.0,1600.0,1560.0,5.0,5 speed,fwd,power,first,haryana,faridabad,440000.0
2016,cng,manual,147265.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,pune,300000.0
2019,cng,manual,26882.0,hatchback,glistening grey,k10b engine,3.0,3695.0,1600.0,1560.0,5.0,5 speed,fwd,power,second,maharashtra,pune,479196.0
2014,cng,manual,130540.0,hatchback,superior white,k series petrol engine,3.0,3545.0,1515.0,1475.0,4.0,5 speed,fwd,power,fourth,maharashtra,pune,250000.0
2013,cng,manual,70821.0,hatchback,new granite grey,f8d engine,3.0,3395.0,1490.0,1475.0,5.0,5 speed,fwd,power,third,maharashtra,pune,170000.0
2022,cng,manual,10000.0,sedan,white,1.2l revotron engine,3.0,3993.0,1677.0,1532.0,5.0,5 speed,,power,first,uttar pradesh,azamgarh,860000.0
2020,cng,manual,20194.0,hatchback,white,1.2 kappa petrol,4.0,3805.0,1680.0,1520.0,5.0,5 speed,,power,first,delhi,new delhi,635000.0
2011,cng,manual,137372.0,hatchback,superior white,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,first,gujarat,ahmedabad,200000.0
2019,cng,manual,68005.0,hatchback,grey,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,450000.0
2017,cng,manual,50000.0,sedan,white,k series vvt engine,4.0,3995.0,1695.0,1555.0,5.0,5 speed,fwd,power,first,uttar pradesh,bareilly,500000.0
2014,cng,manual,56080.0,hatchback,silver,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,255802.0
2022,cng,manual,7482.0,muv,white,k15c,4.0,4395.0,1735.0,1690.0,7.0,5 speed,2wd,,first,haryana,gurgaon,1100000.0
2022,cng,manual,1000.0,hatchback,blue,dtsi engine,1.0,2752.0,1312.0,1652.0,4.0,5 speed,rwd,manual,first,uttar pradesh,bhadohi,280000.0
2016,cng,manual,76118.0,hatchback,grey,k series petrol engine,3.0,3545.0,1515.0,1475.0,4.0,5 speed,fwd,power,second,maharashtra,pune,250000.0
2014,cng,manual,74045.0,muv,superior white,k series engine,4.0,4265.0,1695.0,1685.0,7.0,5 speed,fwd,power,first,maharashtra,pune,650000.0
2015,cng,manual,55410.0,hatchback,grey,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,thane,425000.0
2014,cng,manual,74000.0,muv,grey,k14b petrol engine,4.0,4296.0,1695.0,1685.0,7.0,5 speed,fwd,power,first,maharashtra,mumbai,565000.0
2018,cng,manual,69110.0,hatchback,grey,k10b engine,3.0,3695.0,1600.0,1560.0,5.0,5 speed,fwd,power,first,haryana,gurgaon,469000.0
2018,cng,manual,120000.0,minivans,white,in-line engine,4.0,3675.0,1475.0,1825.0,5.0,5 speed,rwd,manual,third,gujarat,junagadh,400000.0
2009,cng,manual,198000.0,hatchback,other,bifuel engine,3.0,3565.0,1525.0,1590.0,5.0,5 speed,fwd,power,first,uttar pradesh,bulandshahr,110000.0
2016,cng,manual,76630.0,minivans,white,in-line engine,4.0,3675.0,1475.0,1800.0,5.0,5 speed,rwd,manual,first,gujarat,morbi,412000.0
2012,cng,manual,50000.0,hatchback,silver,f8d engine,3.0,3395.0,1490.0,1475.0,5.0,5 speed,fwd,manual,second,uttar pradesh,kanpur,165000.0
2016,cng,manual,71252.0,muv,white,k15 smart hybrid,4.0,4395.0,1735.0,1690.0,7.0,5 speed,fwd,power,first,maharashtra,thane,795000.0
2010,cng,manual,120000.0,sedan,black,bifuel engine,4.0,4250.0,1670.0,1370.0,5.0,5 speed,fwd,power,fourth,rajasthan,bikaner,120000.0
2010,cng,manual,120000.0,sedan,white,2zr-fe gasoline 4cylinder,4.0,4540.0,1760.0,1480.0,5.0,6 speed,fwd,power,third,gujarat,ahmedabad,245000.0
2021,cng,manual,12000.0,muv,grey,k15b,4.0,4395.0,1735.0,1690.0,7.0,5 speed,fwd,power,first,maharashtra,mumbai,1160000.0
2017,cng,manual,80000.0,hatchback,golden,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,maharashtra,mumbai,455000.0
2019,cng,manual,100000.0,hatchback,gray,,4.0,3610.0,1645.0,1560.0,5.0,5 speed,fwd,power,first,haryana,rewari,400000.0
2010,cng,manual,125000.0,hatchback,other,in line engine,3.0,3495.0,1475.0,1460.0,5.0,5 speed,2wd,power,second,rajasthan,kota,150000.0
2021,cng,manual,30000.0,minivans,gray,g12b,4.0,3675.0,1475.0,1825.0,5.0,5 speed,,manual,first,uttar pradesh,varanasi,510000.0
2014,cng,manual,70000.0,hatchback,gray,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,third,haryana,panipat,299000.0
2013,cng,manual,70000.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,third,rajasthan,alwar,215000.0
2021,cng,manual,40000.0,hatchback,grey,1.1 l bi-fuel,4.0,3610.0,1645.0,1560.0,5.0,5 speed,fwd,power,first,maharashtra,dhule,590000.0
2022,cng,manual,10000.0,hatchback,blue,1.2 l i-cng,3.0,3765.0,1677.0,1535.0,5.0,5 speed,,power,first,andhra pradesh,machilipatnam,794900.0
2022,cng,manual,20000.0,muv,other,k15c,4.0,4395.0,1735.0,1690.0,7.0,5 speed,2wd,,second,punjab,jalalabad,1000000.0
2015,cng,manual,140000.0,hatchback,white,,4.0,,,,5.0,,,power,first,uttar pradesh,amroha,294000.0
2015,cng,manual,150000.0,minivans,gray,in-line engine,4.0,3675.0,1475.0,1825.0,5.0,5 speed,rwd,manual,first,gujarat,rajkot,350000.0
2022,cng,manual,5000.0,muv,white,k15c,4.0,4395.0,1735.0,1690.0,7.0,5 speed,2wd,,first,bihar,gaya,1040000.0
2001,cng,manual,25000.0,hatchback,white,,4.0,,,,5.0,,,power,third,uttar pradesh,kanpur,70000.0
2016,cng,manual,96000.0,hatchback,white,f8d engine,3.0,3395.0,1490.0,1475.0,5.0,5 speed,fwd,power,second,gujarat,vijapur,230000.0
2021,cng,manual,30000.0,hatchback,grey,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,second,maharashtra,nashik,610000.0
2016,cng,manual,197500.0,hatchback,gray,k series petrol engine,3.0,3545.0,1515.0,1475.0,4.0,5 speed,fwd,power,first,maharashtra,dahanu,300000.0
2021,cng,manual,90000.0,pickup trucks,white,msi 2500 cng,4.0,4855.0,1700.0,1725.0,2.0,5 speed,,power,first,gujarat,amreli,700000.0
2016,cng,manual,50000.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,madhya pradesh,indore,450000.0
2018,cng,manual,50000.0,minivans,silver,in-line engine,4.0,3675.0,1475.0,1825.0,5.0,5 speed,rwd,manual,first,haryana,faridabad,360000.0
2010,cng,manual,120000.0,hatchback,silver,in line engine,3.0,3495.0,1475.0,1460.0,5.0,5 speed,2wd,power,first,rajasthan,bhiwadi,110000.0
2022,cng,manual,3000.0,,white,k12n,4.0,3675.0,1475.0,1825.0,5.0,5 speed,,manual,first,haryana,safidon,625000.0
2018,cng,manual,70000.0,hatchback,white,,3.0,,,,5.0,,,,first,gujarat,bardoli,395000.0
2012,cng,manual,100000.0,hatchback,white,,4.0,,,,5.0,,,power,first,uttar pradesh,meerut,190000.0
2022,cng,manual,21000.0,hatchback,white,k10c,3.0,3695.0,1655.0,1555.0,5.0,5 speed,,power,first,maharashtra,thane,650000.0
2022,cng,manual,3000.0,,white,k12n,4.0,3675.0,1475.0,1825.0,5.0,5 speed,,manual,first,haryana,safidon,625000.0
2017,cng,manual,120000.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,chandigarh,chandigarh,250000.0
2020,cng,manual,50000.0,sedan,other,1.2 l bi-fuel,4.0,3995.0,1680.0,1520.0,5.0,5 speed,,power,first,punjab,rupnagar,650000.0
2014,cng,manual,105253.0,minivans,silver,in-line engine,4.0,3675.0,1475.0,1825.0,5.0,5 speed,rwd,manual,first,haryana,gurgaon,190000.0
2016,cng,manual,73000.0,hatchback,silver,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,maharashtra,mumbai,375000.0
2021,cng,manual,51000.0,minivans,gray,g12b,4.0,3675.0,1475.0,1825.0,5.0,5 speed,,manual,first,gujarat,ahmedabad,550000.0
2011,cng,manual,90000.0,hatchback,white,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,third,gujarat,rajkot,220000.0
2014,cng,manual,120000.0,minivans,white,in-line engine,4.0,3675.0,1475.0,1825.0,5.0,5 speed,rwd,manual,second,gujarat,vapi,260000.0
2019,cng,manual,110000.0,sedan,white,1.2 kapa dual vtvt bi-fuel,4.0,3995.0,1660.0,1520.0,5.0,5 speed,,power,first,uttar pradesh,baghpat,420000.0
2017,cng,manual,200000.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,uttar pradesh,sahibabad,230000.0
2011,cng,manual,50000.0,hatchback,silver,,4.0,,,,5.0,,,power,second,maharashtra,nanded,130000.0
2016,cng,manual,57945.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,delhi,new delhi,265000.0
2012,cng,manual,67000.0,hatchback,white,bifuel engine,3.0,3565.0,1525.0,1590.0,5.0,5 speed,fwd,power,second,haryana,faridabad,200000.0
2014,cng,manual,60000.0,hatchback,black,f8d engine,3.0,3395.0,1490.0,1475.0,5.0,5 speed,fwd,power,first,maharashtra,satara,280000.0
2023,cng,manual,5800.0,sedan,red,,4.0,3995.0,1735.0,1515.0,5.0,5 speed,,power,first,maharashtra,mumbai,915000.0
2011,cng,manual,40000.0,minivans,black,in-line engine,4.0,3675.0,1475.0,1800.0,5.0,5 speed,rwd,power,second,uttar pradesh,gorakhpur,200000.0
2015,cng,manual,171089.0,muv,serene blue,k series engine,4.0,4265.0,1695.0,1685.0,7.0,5 speed,fwd,power,first,maharashtra,pune,475000.0
2011,cng,manual,99826.0,hatchback,red,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,second,maharashtra,pune,200000.0
2017,cng,manual,148550.0,hatchback,glistening grey,k10b engine,3.0,3695.0,1600.0,1560.0,5.0,5 speed,fwd,power,first,delhi,new delhi,300000.0
2011,cng,manual,70000.0,hatchback,white,,4.0,,,,5.0,,,power,first,haryana,sampla,120000.0
2013,cng,manual,110000.0,muv,gray,k series engine,4.0,4265.0,1695.0,1685.0,7.0,5 speed,fwd,power,fourth,maharashtra,pune,400000.0
2016,cng,manual,119011.0,hatchback,white,k10b engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,delhi,new delhi,235000.0
2022,cng,manual,20000.0,sedan,white,1.2l revotron engine,3.0,3993.0,1677.0,1532.0,5.0,5 speed,,power,first,uttar pradesh,ghaziabad,813403.0
2008,cng,manual,148000.0,hatchback,golden,k series petrol engine,3.0,3600.0,1475.0,1595.0,5.0,5 speed,fwd,power,second,gujarat,jamnagar,91000.0
2018,cng,manual,42288.0,sedan,polar white,1.2 kapa dual vtvt bi-fuel,4.0,3995.0,1660.0,1520.0,5.0,5 speed,,power,first,delhi,new delhi,450000.0
2016,cng,manual,60000.0,hatchback,silver,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,second,maharashtra,mumbai,385000.0
2012,cng,manual,100000.0,minivans,white,,3.0,,,,8.0,4 speed,rwd,power,second,gujarat,vapi,140000.0
